time,lat,lon,elevation,accuracy,bearing,speed,satellites,idx,io,isIndoor
2019-03-05T12:32:14.296Z,32.878351,-117.24230800000001,0,21.250999999999998,0.0,0.0,0,232,building,1
2019-03-05T12:33:48.319Z,32.878356,-117.242305,0,21.415,0.0,0.0,0,233,building,1
2019-03-05T12:35:28.549Z,32.878351,-117.24230800000001,0,21.275,0.0,0.0,0,234,building,1
2019-03-05T12:36:39.647Z,32.878351,-117.24231,0,21.186,0.0,0.0,0,235,building,1
2019-03-05T12:37:40.703Z,32.878341,-117.242299,0,20.0,0.0,0.0,0,236,building,1
2019-03-05T12:38:46.977Z,32.878357,-117.24230800000001,0,21.009,0.0,0.0,0,237,building,1
2019-03-05T12:39:57.722Z,32.878352,-117.24230700000001,0,21.36,0.0,0.0,0,238,building,1
2019-03-05T12:40:58.846Z,32.878351,-117.24230800000001,0,21.261999999999997,0.0,0.0,0,239,building,1
2019-03-05T12:42:34.365Z,32.878356,-117.242305,0,21.406,0.0,0.0,0,240,building,1
2019-03-05T12:43:45.732Z,32.878356,-117.242305,0,21.4,0.0,0.0,0,241,building,1
2019-03-05T12:44:46.806Z,32.878351,-117.24230800000001,0,21.458000000000002,0.0,0.0,0,242,building,1
2019-03-05T12:46:02.441Z,32.878351,-117.24230800000001,0,21.45,0.0,0.0,0,243,building,1
2019-03-05T12:47:34.307Z,32.878341,-117.242299,0,20.0,0.0,0.0,0,244,building,1
2019-03-05T12:48:44.427Z,32.878351,-117.24230800000001,0,21.456999999999997,0.0,0.0,0,245,building,1
2019-03-05T12:49:57.639Z,32.878353000000004,-117.24230700000001,0,21.373,0.0,0.0,0,246,building,1
2019-03-05T12:51:41.786Z,32.878351,-117.24230800000001,0,21.26,0.0,0.0,0,247,building,1
2019-03-05T12:53:08.180Z,32.878353000000004,-117.24230700000001,0,21.363000000000003,0.0,0.0,0,248,building,1
2019-03-05T12:54:49.067Z,32.878353000000004,-117.24230700000001,0,21.363000000000003,0.0,0.0,0,249,building,1
2019-03-05T12:55:50.209Z,32.878357,-117.242306,0,21.410999999999998,0.0,0.0,0,250,building,1
2019-03-05T12:56:51.351Z,32.878351,-117.24230800000001,0,21.461,0.0,0.0,0,251,building,1
